Organisation;Internetadresse;AGS;Typ;PLZ;Landkreis;Bundesland
Loissin;http://www.amtlubmin.de;13075081;Gemeinde in Deutschland ohne Stadtrecht;17509;Amt Lubmin;Mecklenburg-Vorpommern
Loddin;http://www.amtusedom-sued.de;13075080;Gemeinde in Deutschland ohne Stadtrecht;17459;Amt Usedom-Süd;Mecklenburg-Vorpommern
Löcknitz;http://loecknitz.com/wordpress;13075079;Gemeinde in Deutschland ohne Stadtrecht;17321;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Liepgarten;http://www.eggesin.de/stettiner_haff/gemeinden/liepgarten.php;13075078;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Levenhagen;http://www.landhagen.de;13075076;Gemeinde in Deutschland ohne Stadtrecht;17498;Amt Landhagen;Mecklenburg-Vorpommern
Leopoldshagen;http://www.eggesin.de/stettiner_haff/gemeinden/leopoldshagen.php;13075075;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Lassan;http://www.lassan.de;13075074;Stadt in Deutschland;17440;Amt Am Peenestrom;Mecklenburg-Vorpommern
Krugsdorf;http://www.amt-uecker-randow-tal.de/9.0.html;13075071;Gemeinde in Deutschland ohne Stadtrecht;17309;Amt Uecker-Randow-Tal;Mecklenburg-Vorpommern
Kruckow;http://www.amt-jarmen-tutow.de/index.html;13075070;Gemeinde in Deutschland ohne Stadtrecht;17129;Amt Jarmen-Tutow;Mecklenburg-Vorpommern
Kröslin;https://www.kroeslin.de;13075069;Gemeinde in Deutschland ohne Stadtrecht;17440;Amt Lubmin;Mecklenburg-Vorpommern
Krien;http://www.amt-anklam-land.de;13075068;Gemeinde in Deutschland ohne Stadtrecht;17391;Amt Anklam-Land;Mecklenburg-Vorpommern
Krackow;http://www.loecknitz-online.de/alp/gemeinden/krackow.php;13075067;Gemeinde in Deutschland ohne Stadtrecht;17329;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Koserow;https://www.amtusedom.de/?page_id=78;13075066;Gemeinde in Deutschland ohne Stadtrecht;17459;Amt Usedom-Süd;Mecklenburg-Vorpommern
Korswandt;http://www.amtusedom-sued.de/gemeinden/korswandt.php;13075065;Gemeinde in Deutschland ohne Stadtrecht;17419;Amt Usedom-Süd;Mecklenburg-Vorpommern
Koblentz;http://www.amt-uecker-randow-tal.de/cms/wm-cms,27.html;13075063;Gemeinde in Deutschland ohne Stadtrecht;17309;Amt Uecker-Randow-Tal;Mecklenburg-Vorpommern
Karlshagen;http://www.karlshagen.de;13075058;Gemeinde in Deutschland ohne Stadtrecht;17449;Amt Usedom-Nord;Mecklenburg-Vorpommern
Kamminke;http://www.amtusedom-sued.de/?page_id=528;13075056;Gemeinde in Deutschland ohne Stadtrecht;17419;Amt Usedom-Süd;Mecklenburg-Vorpommern
Jatznick;http://www.jatznick.de;13075055;Gemeinde in Deutschland ohne Stadtrecht;17309;Amt Uecker-Randow-Tal;Mecklenburg-Vorpommern
Jarmen;https://www.jarmen.de;13075054;Stadt in Deutschland;17126;Amt Jarmen-Tutow;Mecklenburg-Vorpommern
Hintersee;http://www.hintersee-online.de;13075051;Grenzstadt;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Heringsdorf;https://www.gemeinde-ostseebad-heringsdorf.de;13075049;Gemeinde in Deutschland ohne Stadtrecht;17419, 17424, 17429;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
Heinrichswalde;https://www.amt-torgelow-ferdinandshof.de/de;13075048;Gemeinde in Deutschland ohne Stadtrecht;17379;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Hanshagen;http://www.hanshagen.de;13075046;Gemeinde in Deutschland ohne Stadtrecht;17509;Amt Lubmin;Mecklenburg-Vorpommern
Hammer a. d. Uecker;http://www.amt-ferdinandshof.de/frame/hammer.htm;13075045;Gemeinde in Deutschland ohne Stadtrecht;17358;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Gützkow;https://guetzkow.de;13075044;Stadt in Deutschland;17506;Amt Züssow;Mecklenburg-Vorpommern
Greifswald;https://www.greifswald.de;13075039;Stadt in Deutschland;17487, 17489, 17491;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
Grambow;http://www.loecknitz-online.de/alp/gemeinden/grambow.php;13075038;Gemeinde in Deutschland ohne Stadtrecht;17322;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Grambin;http://www.grambin.de;13075037;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Görmin;http://www.loitz.de;13075036;Gemeinde in Deutschland ohne Stadtrecht;17121;Amt Peenetal/Loitz;Mecklenburg-Vorpommern
Glasow;http://www.loecknitz-online.de/alp/gemeinden/glasow.php;13075035;Gemeinde in Deutschland ohne Stadtrecht;17322;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Garz;http://www.amtusedom-sued.de/gemeinden/garz.php;13075034;Gemeinde in Deutschland ohne Stadtrecht;17419;Amt Usedom-Süd;Mecklenburg-Vorpommern
Ferdinandshof;http://www.ferdinandshof.de;13075033;Gemeinde in Deutschland ohne Stadtrecht;17379;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Eggesin;http://www.eggesin.de;13075031;Stadt in Deutschland;17367, 17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Ducherow;https://amt-anklam-land.de/ducherow;13075029;Gemeinde in Deutschland ohne Stadtrecht;17398;Amt Anklam-Land;Mecklenburg-Vorpommern
Diedrichshagen;http://www.amt-landhagen.de;13075028;Ortsteil;17498;Weitenhagen;Mecklenburg-Vorpommern
Dargen;http://www.amtusedom.de/?page_id=162;13075026;Gemeinde in Deutschland ohne Stadtrecht;17419;Amt Usedom-Süd;Mecklenburg-Vorpommern
Daberkow;https://www.jarmen.de/gemeinde_daberkow;13075023;Gemeinde in Deutschland ohne Stadtrecht;17129;Amt Jarmen-Tutow;Mecklenburg-Vorpommern
Butzow;http://www.amt-anklam-land.de/cms/front_content.php?idcat=47;13075022;Gemeinde in Deutschland ohne Stadtrecht;17392;Amt Anklam-Land;Mecklenburg-Vorpommern
Buggenhagen;http://www.amt-am-peenestrom.de;13075021;Gemeinde in Deutschland ohne Stadtrecht;17440;Amt Am Peenestrom;Mecklenburg-Vorpommern
Bugewitz;http://www.amt-anklam-land.de/cms/front_content.php?idcat=65;13075020;Gemeinde in Deutschland ohne Stadtrecht;17398;Amt Anklam-Land;Mecklenburg-Vorpommern
Brünzow;http://www.amtlubmin.de;13075018;Gemeinde in Deutschland ohne Stadtrecht;17509;Amt Lubmin;Mecklenburg-Vorpommern
Boock;http://www.loecknitz-online.de/alp/gemeinden/boock.php;13075016;Gemeinde in Deutschland ohne Stadtrecht;17322;Rothenklempenow;Mecklenburg-Vorpommern
Blesewitz;http://www.amt-anklam-land.de/cms/front_content.php?idcat=49;13075013;Gemeinde in Deutschland ohne Stadtrecht;17392;Amt Anklam-Land;Mecklenburg-Vorpommern
Blankensee;https://www.blankensee.de;13075012;Grenzstadt;17322;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Bergholz;http://www.loecknitz-online.de/alp/gemeinden/bergholz.php;13075011;Gemeinde in Deutschland ohne Stadtrecht;17321;Amt Löcknitz-Penkun;Mecklenburg-Vorpommern
Benz;https://www.amtusedom.de/?page_id=23;13075010;Gemeinde in Deutschland ohne Stadtrecht;17429;Amt Usedom-Süd;Mecklenburg-Vorpommern
Behrenhoff;http://www.landhagen.de/behrenhoff/behrenhoff-informationen.html;13075008;Gemeinde in Deutschland ohne Stadtrecht;17498;Amt Landhagen;Mecklenburg-Vorpommern
Bargischow;https://amt-anklam-land.de/bargischow;13075007;Gemeinde in Deutschland ohne Stadtrecht;17398;Amt Anklam-Land;Mecklenburg-Vorpommern
Anklam;https://www.anklam.de;13075005;Stadt in Deutschland;17389, 17392;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
Altwigshagen;http://www.altwigshagen.de;13075004;Gemeinde in Deutschland ohne Stadtrecht;17379;Amt Torgelow-Ferdinandshof;Mecklenburg-Vorpommern
Altwarp;http://www.amt-am-stettiner-haff.de/start/gemeinden/altwarp;13075003;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Alt Tellin;http://www.amt-jarmen-tutow.de;13075002;Gemeinde in Deutschland ohne Stadtrecht;17129;Amt Jarmen-Tutow;Mecklenburg-Vorpommern
Ahlbeck;http://www.amt-am-stettiner-haff.de/start/gemeinden/ahlbeck;13075001;Gemeinde in Deutschland ohne Stadtrecht;17375;Amt Am Stettiner Haff;Mecklenburg-Vorpommern
Siemz-Niendorf;https://www.schoenberger-land.de/amtsangeh%c3%b6rige-st%c3%a4dte-gemeinden/siemz-niendorf;13074094;Gemeinde in Deutschland ohne Stadtrecht;23923;Amt Schönberger Land;Mecklenburg-Vorpommern
Stepenitztal;http://www.grevesmuehlen.de;13074093;Gemeinde in Deutschland ohne Stadtrecht;23936;Amt Grevesmühlen-Land;Mecklenburg-Vorpommern
Wedendorfersee;http://www.rehna.de/index.phtml?view-213&specialtop=213;13074092;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Züsow;http://www.neukloster.de/doc/zuesow_info.htm;13074091;Gemeinde in Deutschland ohne Stadtrecht;23992;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Zurow;http://www.neukloster.de/doc/zurow_info.htm;13074090;Gemeinde in Deutschland ohne Stadtrecht;23992;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Zierow;http://www.kluetzer-winkel.de;13074089;Gemeinde in Deutschland ohne Stadtrecht;23968;Amt Klützer Winkel;Mecklenburg-Vorpommern
Zickhusen;https://www.luetzow-luebstorf.de;13074088;Gemeinde in Deutschland ohne Stadtrecht;19069;Amt Lützow-Lübstorf;Mecklenburg-Vorpommern
Wismar;https://www.wismar.de;13074087;Stadt;23952, 23966, 23970;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
Warin;https://www.stadt-warin.eu;13074084;Stadt in Deutschland;19417;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Vitense;http://www.rehna.de;13074083;Ortsteil;19217;Rehna;Mecklenburg-Vorpommern
Veelböken;https://www.gadebusch.de/amt-gemeinden/veelboeken;13074081;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Utecht;http://www.utecht-mv.de;13074080;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Thandorf;https://thandorf.de;13074078;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Selmsdorf;http://www.selmsdorf.de;13074076;Gemeinde in Deutschland ohne Stadtrecht;23923;Amt Schönberger Land;Mecklenburg-Vorpommern
Schönberg;https://www.schoenberger-land.de/amtsangeh%c3%b6rige-st%c3%a4dte-gemeinden/stadt-sch%c3%b6nberg;13074074;Stadt in Deutschland;23923;Amt Schönberger Land;Mecklenburg-Vorpommern
Schlagsdorf;http://www.schlagsdorf.de;13074073;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Rüting;https://www.grevesmuehlen.de;13074071;Gemeinde in Deutschland ohne Stadtrecht;23936;Amt Grevesmühlen-Land;Mecklenburg-Vorpommern
Rögnitz;https://www.gadebusch.de/amt-gemeinden/roegnitz;13074070;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Roggendorf;https://www.gadebusch.de/amt-gemeinden/roggendorf;13074068;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Rehna;http://www.rehna.de;13074065;Stadt in Deutschland;19217;Amt Rehna;Mecklenburg-Vorpommern
Pokrent;https://www.gemeinde-pokrent.de;13074064;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Lützow-Lübstorf;Mecklenburg-Vorpommern
Pingelshagen;https://www.pingelshagen.de;13074062;Gemeinde in Deutschland ohne Stadtrecht;19069;Amt Lützow-Lübstorf;Mecklenburg-Vorpommern
Passee;http://www.neukloster.de/doc/passee_info.htm;13074060;Gemeinde in Deutschland ohne Stadtrecht;23992;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Papenhusen;http://www.schoenberger-land.de;13074059;Ortsteil;23936;Stepenitztal;Mecklenburg-Vorpommern
Neukloster;http://www.neukloster.de;13074057;Stadt in Deutschland;23992;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Neuburg;https://www.amt-neuburg.de;13074056;Gemeinde in Deutschland ohne Stadtrecht;23974;Amt Neuburg;Mecklenburg-Vorpommern
Mühlen Eichsen;https://www.gadebusch.de/amt-gemeinden/muehlen-eichsen;13074054;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Menzendorf;http://www.schoenberg-land.de;13074052;Gemeinde in Deutschland ohne Stadtrecht;23923;Amt Schönberger Land;Mecklenburg-Vorpommern
Lüdersdorf;http://www.gemeinde-luedersdorf.de;13074049;Gemeinde in Deutschland ohne Stadtrecht;23923;Amt Schönberger Land;Mecklenburg-Vorpommern
Lübberstorf;http://www.neukloster.de/doc/luebber_info.htm;13074046;Gemeinde in Deutschland ohne Stadtrecht;23992;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Krusenhagen;http://www.amt-neuburg.de;13074044;Gemeinde in Deutschland ohne Stadtrecht;23974;Amt Neuburg;Mecklenburg-Vorpommern
Krembz;https://www.gadebusch.de/amt-gemeinden/krembz;13074043;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Königsfeld;https://www.rehna.de;13074042;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Kneese;https://www.gadebusch.de/amt-gemeinden/kneese;13074040;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Klütz;https://www.kluetz-mv.de;13074039;Stadt in Deutschland;23948;Amt Klützer Winkel;Mecklenburg-Vorpommern
Kalkhorst;http://www.gemeinde-kalkhorst.de;13074037;Gemeinde in Deutschland ohne Stadtrecht;23942, 23948;Amt Klützer Winkel;Mecklenburg-Vorpommern
Jesendorf;http://www.neukloster.de/doc/jesendorf_info.htm;13074036;Gemeinde in Deutschland ohne Stadtrecht;19417;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Poel;http://www.ostseebad-insel-poel.de;13074035;Gemeinde in Deutschland ohne Stadtrecht;23999;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
Groß Molzahn;https://www.rehna.de/portal/seiten/gemeinde-gross-molzahn-900000037-28460.html;13074028;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Glasin;http://www.neukloster.de/doc/glasin_info.htm;13074023;Gemeinde in Deutschland ohne Stadtrecht;23992;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Gägelow;http://www.grevesmuehlen.de/gaegelow.490.0.html;13074022;Gemeinde in Deutschland ohne Stadtrecht;23968;Amt Grevesmühlen-Land;Mecklenburg-Vorpommern
Gadebusch;https://www.gadebusch.de/stadt-gadebusch;13074021;Stadt in Deutschland;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Dragun;https://www.gadebusch.de/amt-gemeinden/dragun;13074020;Gemeinde in Deutschland ohne Stadtrecht;19205;Amt Gadebusch;Mecklenburg-Vorpommern
Dorf Mecklenburg;http://www.dorf-mecklenburg.de;13074019;Gemeinde in Deutschland ohne Stadtrecht;23972;Amt Dorf Mecklenburg-Bad Kleinen;Mecklenburg-Vorpommern
Dechow;https://dorf-dechow.de;13074018;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Dassow;https://www.schoenberger-land.de/stadt-dassow;13074017;Stadt in Deutschland;23942;Amt Schönberger Land;Mecklenburg-Vorpommern
Damshagen;https://www.damshagen.info;13074016;Gemeinde in Deutschland ohne Stadtrecht;23948;Amt Klützer Winkel;Mecklenburg-Vorpommern
Carlow;http://www.rehna.de/index.phtml?view-138&specialtop=213;13074013;Gemeinde in Deutschland ohne Stadtrecht;19217;Amt Rehna;Mecklenburg-Vorpommern
Börzow;http://www.grevesmuehlen.de;13074011;Ortsteil;23936;Stepenitztal;Mecklenburg-Vorpommern
Boltenhagen;https://www.boltenhagen.de;13074010;Seebad;23946;Amt Klützer Winkel;Mecklenburg-Vorpommern
Bobitz;http://www.amt-dorfmecklenburg-badkleinen.de;13074008;Gemeinde in Deutschland ohne Stadtrecht;23996;Amt Dorf Mecklenburg-Bad Kleinen;Mecklenburg-Vorpommern
Blowatz;http://www.amt-neuburg.de;13074007;Gemeinde in Deutschland ohne Stadtrecht;23974;Amt Neuburg;Mecklenburg-Vorpommern
Bibow;http://www.neukloster.de/doc/bibow_info.htm;13074006;Gemeinde in Deutschland ohne Stadtrecht;19417;Amt Neukloster-Warin;Mecklenburg-Vorpommern
Barnekow;https://www.amt-dorfmecklenburg-badkleinen.de;13074003;Gemeinde in Deutschland ohne Stadtrecht;23968;Amt Dorf Mecklenburg-Bad Kleinen;Mecklenburg-Vorpommern
Bad Kleinen;http://www.mein-bad-kleinen.de;13074002;Gemeinde in Deutschland ohne Stadtrecht;23996;Amt Dorf Mecklenburg-Bad Kleinen;Mecklenburg-Vorpommern
Alt Meteln;https://www.luetzow-luebstorf.de;13074001;Gemeinde in Deutschland ohne Stadtrecht;19069;Amt Lützow-Lübstorf;Mecklenburg-Vorpommern
Mönchgut;https://www.amt-moenchgut.de/ris/ti-5;13073107;Gemeinde in Deutschland ohne Stadtrecht;18586;Amt Mönchgut-Granitz;Mecklenburg-Vorpommern
Zirkow;http://www.amt-moenchgut.de;13073106;Gemeinde in Deutschland ohne Stadtrecht;18528;Amt Mönchgut-Granitz;Mecklenburg-Vorpommern
Zingst;https://www.gemeinde-zingst.de;13073105;Gemeinde in Deutschland ohne Stadtrecht;18374;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
Zarrendorf;http://www.zarrendorf.de;13073104;Gemeinde in Deutschland ohne Stadtrecht;18510;Amt Niepars;Mecklenburg-Vorpommern
Wustrow;https://www.darss-fischland.de/de/gemeinden/ostseebad-wustrow;13073103;Seeheilbad;18347;Amt Darß/Fischland;Mecklenburg-Vorpommern
Wittenhagen;https://www.amt-miltzow.de;13073102;Gemeinde in Deutschland ohne Stadtrecht;18510;Amt Miltzow;Mecklenburg-Vorpommern
Wiek;https://www.wiek-ruegen.de;13073101;Gemeinde in Deutschland ohne Stadtrecht;18556;Amt Nord-Rügen;Mecklenburg-Vorpommern
Wieck a. Darß;https://www.darss-fischland.de/de/gemeinden/wieck-a-darss;13073100;Gemeinde in Deutschland ohne Stadtrecht;18375;Amt Darß/Fischland;Mecklenburg-Vorpommern
Wendorf;http://www.amt-niepars.de/wendorf.html;13073099;Gemeinde in Deutschland ohne Stadtrecht;18442;Amt Niepars;Mecklenburg-Vorpommern
Wendisch Baggendorf;http://www.amt-franzburg-richtenberg.de;13073098;Gemeinde in Deutschland ohne Stadtrecht;18513;Amt Franzburg-Richtenberg;Mecklenburg-Vorpommern
Velgast;http://www.amt-franzburg-richtenberg.de/system/gemstart.php?gemid=1;13073096;Gemeinde in Deutschland ohne Stadtrecht;18469;Amt Franzburg-Richtenberg;Mecklenburg-Vorpommern
Ummanz;https://www.amt-westruegen.de/verzeichnis/visitenkarte.php?mandat=227184;13073095;Gemeinde in Deutschland ohne Stadtrecht;18569;Amt West-Rügen;Mecklenburg-Vorpommern
Trinwillershagen;http://www.trinwillershagen.de;13073094;Gemeinde in Deutschland ohne Stadtrecht;18320;Amt Barth;Mecklenburg-Vorpommern
Tribsees;http://www.stadt-tribsees.de;13073093;Stadt in Deutschland;18465;Amt Recknitz-Trebeltal;Mecklenburg-Vorpommern
Thiessow;http://www.thiessow.net;13073091;Siedlung;18586;Mönchgut;Mecklenburg-Vorpommern
Sundhagen;https://www.gemeinde-sundhagen.de;13073090;Gemeinde in Deutschland ohne Stadtrecht;18519;Amt Miltzow;Mecklenburg-Vorpommern
Süderholz;http://www.suederholz.de;13073089;Gemeinde in Deutschland ohne Stadtrecht;18516;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
Stralsund;https://www.stralsund.de;13073088;Stadt in Deutschland;18435, 18437, 18439;Bezirk Rostock;Mecklenburg-Vorpommern
Splietsdorf;http://www.amt-franzburg-richtenberg.de/system/gemstart.php?gemid=66&posoption=0;13073086;Gemeinde in Deutschland ohne Stadtrecht;18513;Amt Franzburg-Richtenberg;Mecklenburg-Vorpommern
Semlow;http://www.ribnitz-damgarten.de/de/amt-ribnitz-damgarten;13073085;Gemeinde in Deutschland ohne Stadtrecht;18334;Amt Ribnitz-Damgarten;Mecklenburg-Vorpommern
Sellin;http://www.amt-moenchgut.de/ris/instanz_8/index.htm;13073084;Seebad;18586;Amt Mönchgut-Granitz;Mecklenburg-Vorpommern
Schlemmin;https://www.ribnitz-damgarten.de/rathaus/amt-ribnitz-damgarten/schlemmin;13073082;Gemeinde in Deutschland ohne Stadtrecht;18320;Amt Ribnitz-Damgarten;Mecklenburg-Vorpommern
Schaprode;https://www.amt-westruegen.de;13073081;Gemeinde in Deutschland ohne Stadtrecht;18569;Amt West-Rügen;Mecklenburg-Vorpommern
Sassnitz;https://www.sassnitz.de;13073080;Stadt in Deutschland;18540, 18546;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
Samtens;https://www.amt-westruegen.de/verzeichnis/visitenkarte.php?mandat=227181;13073079;Gemeinde in Deutschland ohne Stadtrecht;18573;Amt West-Rügen;Mecklenburg-Vorpommern
Sagard;http://www.amt-nord-ruegen.de/gemeinden/sagard;13073078;Gemeinde in Deutschland ohne Stadtrecht;18551;Amt Nord-Rügen;Mecklenburg-Vorpommern
Saal;https://www.amt-barth.de;13073077;Gemeinde in Deutschland ohne Stadtrecht;18317;Amt Barth;Mecklenburg-Vorpommern
Ribnitz-Damgarten;https://www.ribnitz-damgarten.de;13073075;Stadt in Deutschland;18311;Amt Ribnitz-Damgarten;Mecklenburg-Vorpommern
Putbus;http://www.putbus.de;13073070;Stadt in Deutschland;18581;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
Pruchten;http://www.amt-barth.de/pruchten.htm;13073069;Gemeinde in Deutschland ohne Stadtrecht;18356;Amt Barth;Mecklenburg-Vorpommern
Prohn;http://www.prohn.de;13073068;Gemeinde in Deutschland ohne Stadtrecht;18445;Amt Altenpleen;Mecklenburg-Vorpommern
Prerow;https://www.darss-fischland.de/de/gemeinden/ostseebad-prerow;13073067;Seebad;18375;Amt Darß/Fischland;Mecklenburg-Vorpommern
Papenhagen;http://www.amt-franzburg-richtenberg.de/system/gemstart.php?gemid=64&posoption=0;13073062;Gemeinde in Deutschland ohne Stadtrecht;18510;Amt Franzburg-Richtenberg;Mecklenburg-Vorpommern
Pantelitz;http://www.gemeinde-pantelitz.de;13073061;Gemeinde in Deutschland ohne Stadtrecht;18442;Amt Niepars;Mecklenburg-Vorpommern
Niepars;https://www.amt-niepars.de;13073060;Gemeinde in Deutschland ohne Stadtrecht;18442;Amt Niepars;Mecklenburg-Vorpommern
Neuenkirchen;https://www.amt-westruegen.de/verzeichnis/visitenkarte.php?mandat=227178;13073059;Gemeinde in Deutschland ohne Stadtrecht;18569;Amt West-Rügen;Mecklenburg-Vorpommern
Neu Bartelshagen;http://www.neu-bartelshagen.eu;13073058;Gemeinde in Deutschland ohne Stadtrecht;18442;Niepars;Mecklenburg-Vorpommern
Millienhagen-Oebelitz;https://www.amt-franzburg-richtenberg.de/millienhagen-oebelitz;13073057;Gemeinde in Deutschland ohne Stadtrecht;18461;Amt Franzburg-Richtenberg;Mecklenburg-Vorpommern
